environment_step,episode_id,evaluation_seed,episode_return,episode_length
20000,15,10015,-500.0,500
20000,16,10016,-500.0,500
20000,17,10017,-500.0,500
20000,18,10018,-500.0,500
20000,19,10019,-500.0,500
25000,0,10000,-133.0,134
25000,1,10001,-165.0,166
25000,2,10002,-164.0,165
25000,3,10003,-228.0,229
25000,4,10004,-118.0,119
25000,5,10005,-161.0,162
25000,6,10006,-146.0,147
25000,7,10007,-118.0,119
25000,8,10008,-122.0,123
25000,9,10009,-133.0,134
25000,10,10010,-150.0,151
25000,11,10011,-160.0,161
25000,12,10012,-124.0,125
25000,13,10013,-144.0,145
25000,14,10014,-361.0,362
25000,15,10015,-152.0,153
25000,16,10016,-129.0,130
25000,17,10017,-152.0,153
25000,18,10018,-156.0,157
25000,19,10019,-118.0,119
30000,0,10000,-500.0,500
30000,1,10001,-500.0,500
30000,2,10002,-500.0,500
30000,3,10003,-500.0,500
30000,4,10004,-500.0,500
30000,5,10005,-500.0,500
30000,6,10006,-500.0,500
30000,7,10007,-500.0,500
30000,8,10008,-500.0,500
30000,9,10009,-500.0,500
30000,10,10010,-500.0,500
30000,11,10011,-500.0,500
30000,12,10012,-500.0,500
30000,13,10013,-500.0,500
30000,14,10014,-500.0,500
30000,15,10015,-500.0,500
30000,16,10016,-500.0,500
30000,17,10017,-500.0,500
30000,18,10018,-500.0,500
30000,19,10019,-500.0,500
35000,0,10000,-175.0,176
35000,1,10001,-89.0,90
35000,2,10002,-132.0,133
35000,3,10003,-103.0,104
35000,4,10004,-170.0,171
35000,5,10005,-97.0,98
35000,6,10006,-72.0,73
35000,7,10007,-178.0,179
35000,8,10008,-121.0,122
35000,9,10009,-188.0,189
35000,10,10010,-139.0,140
35000,11,10011,-129.0,130
35000,12,10012,-495.0,496
35000,13,10013,-175.0,176
35000,14,10014,-83.0,84
35000,15,10015,-235.0,236
35000,16,10016,-364.0,365
35000,17,10017,-143.0,144
35000,18,10018,-150.0,151
35000,19,10019,-114.0,115
40000,0,10000,-500.0,500
40000,1,10001,-500.0,500
40000,2,10002,-500.0,500
40000,3,10003,-500.0,500
40000,4,10004,-500.0,500
40000,5,10005,-500.0,500
40000,6,10006,-500.0,500
40000,7,10007,-500.0,500
40000,8,10008,-500.0,500
40000,9,10009,-500.0,500
40000,10,10010,-172.0,173
40000,11,10011,-500.0,500
40000,12,10012,-500.0,500
40000,13,10013,-500.0,500
40000,14,10014,-500.0,500
40000,15,10015,-500.0,500
40000,16,10016,-500.0,500
40000,17,10017,-500.0,500
40000,18,10018,-500.0,500
40000,19,10019,-500.0,500
45000,0,10000,-500.0,500
45000,1,10001,-500.0,500
45000,2,10002,-500.0,500
45000,3,10003,-500.0,500
45000,4,10004,-500.0,500
45000,5,10005,-500.0,500
45000,6,10006,-500.0,500
45000,7,10007,-500.0,500
45000,8,10008,-500.0,500
45000,9,10009,-500.0,500
45000,10,10010,-500.0,500
45000,11,10011,-500.0,500
45000,12,10012,-500.0,500
45000,13,10013,-500.0,500
45000,14,10014,-500.0,500
45000,15,10015,-500.0,500
45000,16,10016,-500.0,500
45000,17,10017,-500.0,500
45000,18,10018,-500.0,500
45000,19,10019,-500.0,500
50000,0,10000,-161.0,162
50000,1,10001,-146.0,147
50000,2,10002,-96.0,97
50000,3,10003,-112.0,113
50000,4,10004,-116.0,117
50000,5,10005,-152.0,153
50000,6,10006,-144.0,145
50000,7,10007,-163.0,164
50000,8,10008,-129.0,130
50000,9,10009,-150.0,151
50000,10,10010,-108.0,109
50000,11,10011,-224.0,225
50000,12,10012,-112.0,113
50000,13,10013,-149.0,150
50000,14,10014,-138.0,139
50000,15,10015,-153.0,154
50000,16,10016,-114.0,115
50000,17,10017,-97.0,98
50000,18,10018,-254.0,255
50000,19,10019,-127.0,128
55000,0,10000,-500.0,500
55000,1,10001,-500.0,500
55000,2,10002,-500.0,500
55000,3,10003,-500.0,500
55000,4,10004,-500.0,500
55000,5,10005,-500.0,500
55000,6,10006,-500.0,500
55000,7,10007,-500.0,500
55000,8,10008,-500.0,500
55000,9,10009,-500.0,500
55000,10,10010,-500.0,500
55000,11,10011,-500.0,500
55000,12,10012,-500.0,500
55000,13,10013,-500.0,500
55000,14,10014,-500.0,500
55000,15,10015,-500.0,500
55000,16,10016,-500.0,500
55000,17,10017,-500.0,500
55000,18,10018,-500.0,500
55000,19,10019,-500.0,500
60000,0,10000,-124.0,125
60000,1,10001,-79.0,80
60000,2,10002,-90.0,91
60000,3,10003,-137.0,138
60000,4,10004,-107.0,108
60000,5,10005,-97.0,98
60000,6,10006,-98.0,99
60000,7,10007,-99.0,100
60000,8,10008,-79.0,80
60000,9,10009,-105.0,106
60000,10,10010,-120.0,121
60000,11,10011,-172.0,173
60000,12,10012,-92.0,93
60000,13,10013,-99.0,100
60000,14,10014,-109.0,110
60000,15,10015,-105.0,106
60000,16,10016,-70.0,71
60000,17,10017,-78.0,79
60000,18,10018,-75.0,76
60000,19,10019,-79.0,80
65000,0,10000,-76.0,77
65000,1,10001,-99.0,100
65000,2,10002,-93.0,94
65000,3,10003,-73.0,74
65000,4,10004,-99.0,100
65000,5,10005,-74.0,75
65000,6,10006,-76.0,77
65000,7,10007,-86.0,87
65000,8,10008,-144.0,145
65000,9,10009,-75.0,76
65000,10,10010,-74.0,75
65000,11,10011,-98.0,99
65000,12,10012,-103.0,104
65000,13,10013,-106.0,107
65000,14,10014,-105.0,106
65000,15,10015,-117.0,118
65000,16,10016,-85.0,86
65000,17,10017,-76.0,77
65000,18,10018,-89.0,90
65000,19,10019,-93.0,94
70000,0,10000,-500.0,500
70000,1,10001,-461.0,462
70000,2,10002,-500.0,500
70000,3,10003,-500.0,500
70000,4,10004,-500.0,500
70000,5,10005,-500.0,500
70000,6,10006,-500.0,500
70000,7,10007,-500.0,500
70000,8,10008,-500.0,500
70000,9,10009,-500.0,500
70000,10,10010,-500.0,500
70000,11,10011,-500.0,500
70000,12,10012,-500.0,500
70000,13,10013,-500.0,500
70000,14,10014,-500.0,500
70000,15,10015,-500.0,500
70000,16,10016,-500.0,500
70000,17,10017,-500.0,500
70000,18,10018,-500.0,500
70000,19,10019,-500.0,500
75000,0,10000,-500.0,500
75000,1,10001,-119.0,120
75000,2,10002,-106.0,107
75000,3,10003,-126.0,127
75000,4,10004,-77.0,78
75000,5,10005,-109.0,110
75000,6,10006,-105.0,106
75000,7,10007,-76.0,77
75000,8,10008,-500.0,500
75000,9,10009,-500.0,500
75000,10,10010,-106.0,107
75000,11,10011,-500.0,500
75000,12,10012,-95.0,96
75000,13,10013,-500.0,500
75000,14,10014,-105.0,106
75000,15,10015,-500.0,500
75000,16,10016,-116.0,117
75000,17,10017,-500.0,500
75000,18,10018,-500.0,500
75000,19,10019,-124.0,125
80000,0,10000,-106.0,107
80000,1,10001,-145.0,146
80000,2,10002,-120.0,121
80000,3,10003,-145.0,146
80000,4,10004,-133.0,134
80000,5,10005,-98.0,99
80000,6,10006,-119.0,120
80000,7,10007,-99.0,100
80000,8,10008,-195.0,196
80000,9,10009,-98.0,99
80000,10,10010,-93.0,94
80000,11,10011,-141.0,142
80000,12,10012,-84.0,85
80000,13,10013,-98.0,99
80000,14,10014,-74.0,75
80000,15,10015,-118.0,119
80000,16,10016,-63.0,64
80000,17,10017,-121.0,122
80000,18,10018,-104.0,105
80000,19,10019,-112.0,113
85000,0,10000,-500.0,500
85000,1,10001,-500.0,500
85000,2,10002,-500.0,500
85000,3,10003,-500.0,500
85000,4,10004,-500.0,500
85000,5,10005,-500.0,500
85000,6,10006,-500.0,500
85000,7,10007,-500.0,500
85000,8,10008,-500.0,500
85000,9,10009,-500.0,500
85000,10,10010,-500.0,500
85000,11,10011,-123.0,124
85000,12,10012,-500.0,500
85000,13,10013,-500.0,500
85000,14,10014,-116.0,117
85000,15,10015,-500.0,500
85000,16,10016,-500.0,500
85000,17,10017,-500.0,500
85000,18,10018,-500.0,500
85000,19,10019,-500.0,500
90000,0,10000,-500.0,500
90000,1,10001,-500.0,500
90000,2,10002,-500.0,500
90000,3,10003,-500.0,500
90000,4,10004,-500.0,500
90000,5,10005,-500.0,500
90000,6,10006,-500.0,500
90000,7,10007,-500.0,500
90000,8,10008,-500.0,500
90000,9,10009,-500.0,500
90000,10,10010,-500.0,500
90000,11,10011,-500.0,500
90000,12,10012,-500.0,500
90000,13,10013,-500.0,500
90000,14,10014,-500.0,500
90000,15,10015,-500.0,500
90000,16,10016,-500.0,500
90000,17,10017,-500.0,500
90000,18,10018,-500.0,500
90000,19,10019,-500.0,500
95000,0,10000,-500.0,500
95000,1,10001,-500.0,500
95000,2,10002,-500.0,500
95000,3,10003,-500.0,500
95000,4,10004,-500.0,500
95000,5,10005,-500.0,500
95000,6,10006,-500.0,500
95000,7,10007,-500.0,500
95000,8,10008,-500.0,500
95000,9,10009,-500.0,500
95000,10,10010,-500.0,500
95000,11,10011,-500.0,500
95000,12,10012,-500.0,500
95000,13,10013,-500.0,500
95000,14,10014,-500.0,500
95000,15,10015,-500.0,500
95000,16,10016,-500.0,500
95000,17,10017,-500.0,500
95000,18,10018,-500.0,500
95000,19,10019,-500.0,500
100000,0,10000,-500.0,500
100000,1,10001,-500.0,500
100000,2,10002,-500.0,500
100000,3,10003,-500.0,500
100000,4,10004,-114.0,115
100000,5,10005,-500.0,500
100000,6,10006,-500.0,500
100000,7,10007,-109.0,110
100000,8,10008,-500.0,500
100000,9,10009,-500.0,500
100000,10,10010,-500.0,500
100000,11,10011,-500.0,500
100000,12,10012,-500.0,500
100000,13,10013,-500.0,500
100000,14,10014,-500.0,500
100000,15,10015,-500.0,500
100000,16,10016,-500.0,500
100000,17,10017,-500.0,500
100000,18,10018,-500.0,500
100000,19,10019,-500.0,500
105000,0,10000,-500.0,500
105000,1,10001,-500.0,500
105000,2,10002,-500.0,500
105000,3,10003,-500.0,500
105000,4,10004,-500.0,500
105000,5,10005,-500.0,500
105000,6,10006,-500.0,500
105000,7,10007,-85.0,86
105000,8,10008,-500.0,500
105000,9,10009,-500.0,500
105000,10,10010,-500.0,500
105000,11,10011,-500.0,500
105000,12,10012,-500.0,500
105000,13,10013,-500.0,500
105000,14,10014,-500.0,500
105000,15,10015,-500.0,500
105000,16,10016,-500.0,500
105000,17,10017,-500.0,500
105000,18,10018,-500.0,500
105000,19,10019,-500.0,500
110000,0,10000,-100.0,101
110000,1,10001,-108.0,109
110000,2,10002,-120.0,121
110000,3,10003,-88.0,89
110000,4,10004,-108.0,109
110000,5,10005,-103.0,104
110000,6,10006,-83.0,84
110000,7,10007,-91.0,92
110000,8,10008,-87.0,88
110000,9,10009,-152.0,153
110000,10,10010,-87.0,88
110000,11,10011,-92.0,93
110000,12,10012,-86.0,87
110000,13,10013,-113.0,114
110000,14,10014,-83.0,84
110000,15,10015,-115.0,116
110000,16,10016,-97.0,98
110000,17,10017,-92.0,93
110000,18,10018,-94.0,95
110000,19,10019,-132.0,133
115000,0,10000,-116.0,117
115000,1,10001,-84.0,85
115000,2,10002,-107.0,108
115000,3,10003,-92.0,93
115000,4,10004,-91.0,92
115000,5,10005,-93.0,94
115000,6,10006,-500.0,500
115000,7,10007,-96.0,97
115000,8,10008,-114.0,115
115000,9,10009,-119.0,120
115000,10,10010,-119.0,120
115000,11,10011,-500.0,500
115000,12,10012,-93.0,94
115000,13,10013,-116.0,117
115000,14,10014,-500.0,500
115000,15,10015,-88.0,89
115000,16,10016,-500.0,500
115000,17,10017,-94.0,95
115000,18,10018,-115.0,116
115000,19,10019,-104.0,105
120000,0,10000,-80.0,81
120000,1,10001,-83.0,84
120000,2,10002,-93.0,94
120000,3,10003,-85.0,86
120000,4,10004,-129.0,130
120000,5,10005,-96.0,97
120000,6,10006,-91.0,92
120000,7,10007,-90.0,91
120000,8,10008,-95.0,96
120000,9,10009,-92.0,93
120000,10,10010,-85.0,86
120000,11,10011,-97.0,98
120000,12,10012,-106.0,107
120000,13,10013,-80.0,81
120000,14,10014,-96.0,97
120000,15,10015,-100.0,101
120000,16,10016,-96.0,97
120000,17,10017,-83.0,84
120000,18,10018,-109.0,110
120000,19,10019,-90.0,91
125000,0,10000,-94.0,95
125000,1,10001,-90.0,91
125000,2,10002,-74.0,75
125000,3,10003,-93.0,94
125000,4,10004,-61.0,62
125000,5,10005,-84.0,85
125000,6,10006,-90.0,91
125000,7,10007,-91.0,92
125000,8,10008,-92.0,93
125000,9,10009,-94.0,95
125000,10,10010,-84.0,85
125000,11,10011,-76.0,77
125000,12,10012,-83.0,84
125000,13,10013,-93.0,94
125000,14,10014,-87.0,88
125000,15,10015,-84.0,85
125000,16,10016,-84.0,85
125000,17,10017,-93.0,94
125000,18,10018,-83.0,84
125000,19,10019,-104.0,105
130000,0,10000,-81.0,82
130000,1,10001,-84.0,85
130000,2,10002,-89.0,90
130000,3,10003,-85.0,86
130000,4,10004,-114.0,115
130000,5,10005,-107.0,108
130000,6,10006,-83.0,84
130000,7,10007,-96.0,97
130000,8,10008,-82.0,83
130000,9,10009,-82.0,83
130000,10,10010,-83.0,84
130000,11,10011,-86.0,87
130000,12,10012,-73.0,74
130000,13,10013,-81.0,82
130000,14,10014,-85.0,86
130000,15,10015,-90.0,91
130000,16,10016,-69.0,70
130000,17,10017,-88.0,89
130000,18,10018,-81.0,82
130000,19,10019,-96.0,97
135000,0,10000,-74.0,75
135000,1,10001,-117.0,118
135000,2,10002,-114.0,115
135000,3,10003,-134.0,135
135000,4,10004,-101.0,102
135000,5,10005,-84.0,85
135000,6,10006,-78.0,79
135000,7,10007,-82.0,83
135000,8,10008,-124.0,125
135000,9,10009,-142.0,143
135000,10,10010,-94.0,95
135000,11,10011,-76.0,77
135000,12,10012,-96.0,97
135000,13,10013,-195.0,196
135000,14,10014,-87.0,88
135000,15,10015,-91.0,92
135000,16,10016,-84.0,85
135000,17,10017,-106.0,107
135000,18,10018,-93.0,94
135000,19,10019,-80.0,81
140000,0,10000,-94.0,95
140000,1,10001,-82.0,83
140000,2,10002,-102.0,103
140000,3,10003,-84.0,85
140000,4,10004,-85.0,86
140000,5,10005,-83.0,84
140000,6,10006,-94.0,95
140000,7,10007,-88.0,89
140000,8,10008,-89.0,90
140000,9,10009,-94.0,95
140000,10,10010,-91.0,92
140000,11,10011,-75.0,76
140000,12,10012,-92.0,93
140000,13,10013,-85.0,86
140000,14,10014,-94.0,95
140000,15,10015,-81.0,82
140000,16,10016,-69.0,70
140000,17,10017,-107.0,108
140000,18,10018,-77.0,78
140000,19,10019,-75.0,76
145000,0,10000,-73.0,74
145000,1,10001,-61.0,62
145000,2,10002,-82.0,83
145000,3,10003,-110.0,111
145000,4,10004,-93.0,94
145000,5,10005,-62.0,63
145000,6,10006,-88.0,89
145000,7,10007,-83.0,84
145000,8,10008,-103.0,104
145000,9,10009,-73.0,74
145000,10,10010,-79.0,80
145000,11,10011,-91.0,92
145000,12,10012,-97.0,98
145000,13,10013,-91.0,92
145000,14,10014,-71.0,72
145000,15,10015,-93.0,94
145000,16,10016,-71.0,72
145000,17,10017,-83.0,84
145000,18,10018,-91.0,92
145000,19,10019,-62.0,63
150000,0,10000,-90.0,91
150000,1,10001,-90.0,91
150000,2,10002,-91.0,92
150000,3,10003,-84.0,85
150000,4,10004,-82.0,83
150000,5,10005,-83.0,84
150000,6,10006,-102.0,103
150000,7,10007,-90.0,91
150000,8,10008,-98.0,99
150000,9,10009,-79.0,80
150000,10,10010,-74.0,75
150000,11,10011,-79.0,80
150000,12,10012,-75.0,76
150000,13,10013,-153.0,154
150000,14,10014,-72.0,73
150000,15,10015,-91.0,92
150000,16,10016,-90.0,91
150000,17,10017,-90.0,91
150000,18,10018,-75.0,76
150000,19,10019,-91.0,92
155000,0,10000,-111.0,112
155000,1,10001,-90.0,91
155000,2,10002,-117.0,118
155000,3,10003,-61.0,62
155000,4,10004,-61.0,62
155000,5,10005,-85.0,86
155000,6,10006,-72.0,73
155000,7,10007,-85.0,86
155000,8,10008,-97.0,98
155000,9,10009,-111.0,112
155000,10,10010,-90.0,91
155000,11,10011,-84.0,85
155000,12,10012,-84.0,85
155000,13,10013,-84.0,85
155000,14,10014,-74.0,75
155000,15,10015,-90.0,91
155000,16,10016,-103.0,104
155000,17,10017,-90.0,91
155000,18,10018,-80.0,81
155000,19,10019,-91.0,92
160000,0,10000,-86.0,87
160000,1,10001,-75.0,76
160000,2,10002,-91.0,92
160000,3,10003,-78.0,79
160000,4,10004,-102.0,103
160000,5,10005,-90.0,91
160000,6,10006,-82.0,83
160000,7,10007,-84.0,85
160000,8,10008,-101.0,102
160000,9,10009,-88.0,89
160000,10,10010,-98.0,99
160000,11,10011,-76.0,77
160000,12,10012,-89.0,90
160000,13,10013,-85.0,86
160000,14,10014,-74.0,75
160000,15,10015,-75.0,76
160000,16,10016,-95.0,96
160000,17,10017,-81.0,82
160000,18,10018,-105.0,106
160000,19,10019,-90.0,91
165000,0,10000,-81.0,82
165000,1,10001,-84.0,85
165000,2,10002,-81.0,82
165000,3,10003,-77.0,78
165000,4,10004,-83.0,84
165000,5,10005,-76.0,77
165000,6,10006,-73.0,74
165000,7,10007,-77.0,78
165000,8,10008,-79.0,80
165000,9,10009,-79.0,80
165000,10,10010,-93.0,94
165000,11,10011,-83.0,84
165000,12,10012,-84.0,85
165000,13,10013,-79.0,80
165000,14,10014,-99.0,100
165000,15,10015,-79.0,80
165000,16,10016,-90.0,91
165000,17,10017,-81.0,82
165000,18,10018,-79.0,80
165000,19,10019,-94.0,95
170000,0,10000,-81.0,82
170000,1,10001,-75.0,76
170000,2,10002,-81.0,82
170000,3,10003,-78.0,79
170000,4,10004,-79.0,80
170000,5,10005,-82.0,83
170000,6,10006,-76.0,77
170000,7,10007,-79.0,80
170000,8,10008,-85.0,86
170000,9,10009,-97.0,98
170000,10,10010,-119.0,120
170000,11,10011,-125.0,126
170000,12,10012,-154.0,155
170000,13,10013,-98.0,99
170000,14,10014,-76.0,77
170000,15,10015,-98.0,99
170000,16,10016,-101.0,102
170000,17,10017,-96.0,97
170000,18,10018,-92.0,93
170000,19,10019,-76.0,77
175000,0,10000,-76.0,77
175000,1,10001,-82.0,83
175000,2,10002,-88.0,89
175000,3,10003,-106.0,107
175000,4,10004,-92.0,93
175000,5,10005,-115.0,116
175000,6,10006,-91.0,92
175000,7,10007,-91.0,92
175000,8,10008,-98.0,99
175000,9,10009,-79.0,80
175000,10,10010,-91.0,92
175000,11,10011,-80.0,81
175000,12,10012,-90.0,91
175000,13,10013,-75.0,76
175000,14,10014,-121.0,122
175000,15,10015,-75.0,76
175000,16,10016,-83.0,84
175000,17,10017,-138.0,139
175000,18,10018,-75.0,76
175000,19,10019,-80.0,81
180000,0,10000,-113.0,114
180000,1,10001,-104.0,105
180000,2,10002,-74.0,75
180000,3,10003,-85.0,86
180000,4,10004,-74.0,75
180000,5,10005,-78.0,79
180000,6,10006,-84.0,85
180000,7,10007,-82.0,83
180000,8,10008,-75.0,76
180000,9,10009,-75.0,76
180000,10,10010,-67.0,68
180000,11,10011,-141.0,142
180000,12,10012,-90.0,91
180000,13,10013,-100.0,101
180000,14,10014,-85.0,86
180000,15,10015,-81.0,82
180000,16,10016,-89.0,90
180000,17,10017,-99.0,100
180000,18,10018,-81.0,82
180000,19,10019,-74.0,75
185000,0,10000,-77.0,78
185000,1,10001,-91.0,92
185000,2,10002,-77.0,78
185000,3,10003,-75.0,76
185000,4,10004,-93.0,94
185000,5,10005,-119.0,120
185000,6,10006,-89.0,90
185000,7,10007,-93.0,94
185000,8,10008,-82.0,83
185000,9,10009,-77.0,78
185000,10,10010,-62.0,63
185000,11,10011,-73.0,74
185000,12,10012,-62.0,63
185000,13,10013,-77.0,78
185000,14,10014,-92.0,93
185000,15,10015,-77.0,78
185000,16,10016,-81.0,82
185000,17,10017,-94.0,95
185000,18,10018,-77.0,78
185000,19,10019,-92.0,93
190000,0,10000,-183.0,184
190000,1,10001,-240.0,241
190000,2,10002,-114.0,115
190000,3,10003,-500.0,500
190000,4,10004,-500.0,500
190000,5,10005,-213.0,214
190000,6,10006,-267.0,268
190000,7,10007,-101.0,102
190000,8,10008,-194.0,195
190000,9,10009,-471.0,472
190000,10,10010,-174.0,175
190000,11,10011,-500.0,500
190000,12,10012,-130.0,131
190000,13,10013,-500.0,500
190000,14,10014,-500.0,500
190000,15,10015,-150.0,151
190000,16,10016,-133.0,134
190000,17,10017,-126.0,127
190000,18,10018,-129.0,130
190000,19,10019,-111.0,112
195000,0,10000,-106.0,107
195000,1,10001,-109.0,110
195000,2,10002,-500.0,500
195000,3,10003,-102.0,103
195000,4,10004,-500.0,500
195000,5,10005,-98.0,99
195000,6,10006,-103.0,104
195000,7,10007,-500.0,500
195000,8,10008,-121.0,122
195000,9,10009,-94.0,95
195000,10,10010,-99.0,100
195000,11,10011,-113.0,114
195000,12,10012,-82.0,83
195000,13,10013,-98.0,99
195000,14,10014,-99.0,100
195000,15,10015,-128.0,129
195000,16,10016,-80.0,81
195000,17,10017,-500.0,500
195000,18,10018,-84.0,85
195000,19,10019,-104.0,105
200000,0,10000,-500.0,500
200000,1,10001,-500.0,500
200000,2,10002,-500.0,500
200000,3,10003,-500.0,500
200000,4,10004,-500.0,500
200000,5,10005,-500.0,500
200000,6,10006,-500.0,500
200000,7,10007,-500.0,500
200000,8,10008,-500.0,500
200000,9,10009,-500.0,500
200000,10,10010,-500.0,500
200000,11,10011,-500.0,500
200000,12,10012,-500.0,500
200000,13,10013,-500.0,500
200000,14,10014,-129.0,130
200000,15,10015,-500.0,500
200000,16,10016,-500.0,500
200000,17,10017,-500.0,500
200000,18,10018,-500.0,500
200000,19,10019,-500.0,500
